,SMILES,PKM2_inhibition,ERK2_inhibition,inhibits
116,O=P([O-])([O-])C12CC3CC(CC(C3)C1)C2,0,0,0
117,O=c1[nH]cnc2sc3c(c12)CCCC3,0,0,0
118,O=c1c(-c2ccccc2)[n+]([O-])c2ccccc2n1O,0,0,0
119,OCCNc1c2c([nH+]c3ccccc13)CCCC2,0,0,0
120,O[C@@H]1C=CSc2nc3ccccc3n21,0,0,0
121,O[C@H](Cn1cccn1)c1ccccc1,0,0,0
122,O[C@H](c1ccccc1)c1nc2ccccc2s1,0,0,0
123,[NH2+]=c1ccn(Cc2cccc(Cl)c2)cc1,0,0,0
124,c1ccc2[nH]c(N3CCOCC3)nc2c1,0,0,0
125,c1ccc2c(c1)oc1c(N3CCOCC3)ncnc12,0,0,0
126,C=CCn1c(CCNC(=O)c2cccs2)nnc1SCC(=O)Nc1cccc(C(C)=O)c1,0,0,0
127,C=CCn1cc(C(=O)NC[C@H]2CCCO2)c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21,0,0,0
128,CC(=O)Nc1cc2c(cc1NC(=O)Cn1nc(-c3ccccc3F)ccc1=O)OCCO2,0,0,0
129,CC(=O)c1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)Cc4ccccc4)CC3)CC2)cc1,0,0,0
130,CC(C)(C)CC(=O)N1CCC(c2nc3n(Cc4c(F)cccc4Cl)[nH]nc-3c(=O)n2)CC1,0,0,0
131,CC(C)C[C@H]1NC(=O)N(CC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)C1=O,0,0,0
132,CC(C)OCCCn1c(=[NH+]C(=O)c2ccncc2)c(C#N)cc2c(=O)n3ccccc3nc21,0,0,0
133,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,0,0,0
134,CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/Cc3ccccc3)OC(=O)N2C1=O,0,0,0
135,CCCCOc1ccc(C([O-])=C2C(=O)C(=O)N(CCCOC)[C@@H]2c2ccncc2)cc1C,0,0,0
136,CCCCc1nc2ccccc2c(=O)n1NC(=O)c1c([O-])c2cccc3c2n(c1=O)CC3,0,0,0
137,CCCCn1c(SCC(=O)N2C[C@H](C)C[C@@H](C)C2)nc2cc(S(N)(=O)=O)ccc21,0,0,0
138,CCCCn1c(SCC(=O)Nc2nnc(CC)s2)nc2c1c(=O)n(C)c(=O)n2C,0,0,0
139,CCCN(CCC)C(=O)Cn1c(=O)n(CCCCC(=O)NC2CCCC2)c(=O)c2ccccc21,0,0,0
140,CCCNC(=O)c1c[nH]c2ccc(S(=O)(=O)N(C)c3ccc(OCC)cc3)cc2c1=O,0,0,0
141,CCCOc1ccc(N2C(=O)C[C@@H]([NH+]3CCN(c4nc5ccccc5s4)CC3)C2=O)cc1,0,0,0
142,CCCOc1ccc([C@@H]2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2CCC[NH+](C)C)cc1,0,0,0
143,CCN(CC)c1ccc([C@@H]2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CCC3)cc1,0,0,0
144,CCN(CCCNC(=O)C1CCN(S(=O)(=O)N2CCOCC2)CC1)c1cccc(C)c1,0,0,0
145,CCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OC)[C@H](C)C2)[C@@H]1c1ccc(OC)c(O)c1,0,0,0
146,CCOC(=O)CNC(=O)CSc1nnc(Cn2c(=O)sc3ccccc32)n1-c1ccccc1C,0,0,0
147,CCOC(=O)CSc1nnc(CNC(=O)c2ccc(OC)cc2)n1-c1ccc(OC)cc1,0,0,0
148,CCOC(=O)N1CCC(/N=c2/c(N3CCN(c4cccc(C(F)(F)F)c4)CC3)c([O-])c2=O)CC1,0,0,0
149,CCOC(=O)[C@@H](C)Sc1nnc(Cn2c(=O)sc3ccccc32)n1-c1ccccc1,0,0,0
150,CCOC(=O)[C@@](NC(C)=O)(Nc1ccc(S(=O)(=O)Nc2cc(C)nc(C)n2)cc1)C(F)(F)F,0,0,0
151,CCOC(=O)c1cc2cc(-c3c(C(=O)OCC)oc4cc(O)cc([O-])c4c3=O)ccc2o1,0,0,0
152,CCOC(=O)c1sc(NC(=O)CNC(=O)Cn2cnc3sc(C)c(C)c3c2=O)nc1C,0,0,0
153,CCOCCCNC(=O)[C@H](c1ccccc1)N(Cc1ccc2c(c1)OCO2)C(=O)CNC(C)=O,0,0,0
154,CCOc1cc(C(=O)CSc2nnc(CNc3ccc(Cl)cc3)o2)ccc1NC(=O)CC,0,0,0
155,CCOc1ccc(C([O-])=C2C(=O)C(=O)N(CCCn3ccnc3)[C@@H]2c2cccs2)cc1Cl,0,0,0
156,CCOc1ccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NC[C@H]4CCCO4)c(=O)c3c2)cc1,0,0,0
157,CCOc1ccc(N(CC(=O)Nc2cccc(OC)c2)S(=O)(=O)c2c(C)noc2C)cc1,0,0,0
158,CCOc1ccc2[nH]c(=O)c(CN(CCO)C(=O)c3ccc(Br)cc3)cc2c1,0,0,0
159,CCOc1ccc2nc(N3CCC(C(=O)N4CCN(C(=O)c5ccco5)CC4)CC3)sc2c1,0,0,0
160,CC[C@@H]1CCCCN1C(=O)CSc1nnc(CNC(=O)COc2ccc(Cl)cc2)o1,0,0,0
161,CC[C@H](c1nnnn1Cc1ccccc1)[N@H+](Cc1ccco1)Cc1cc2cc(OC)ccc2nc1O,0,0,0
162,CC[NH+](CC)CCCN(Cc1cc2cc3c(cc2nc1O)OCO3)C(=O)Nc1ccccc1OC,0,0,0
163,CC[NH+](CC)CCN1C(=O)C(O)=C(C(=O)c2c(C)[nH]c(C(=O)OC)c2C)[C@H]1c1cccnc1,0,0,0
164,CCn1c(SCC(=O)N2CCC(C(N)=O)([NH+]3CCCCC3)CC2)nnc1-c1ccccc1,0,0,0
165,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCN(C(=O)Nc4ccccc4)CC3)cc21,0,0,0
166,CN(C1CCCCC1)S(=O)(=O)c1ccc(S(=O)(=O)N2CCN(CCC#N)CC2)cc1,0,0,0
167,CN1CC[NH+](Cc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2cccc3ccccc23)CC1,0,0,0
168,COC(=O)c1[nH]c2cccc(C)c2c1NC(=O)C[NH+]1CCN(c2ccccc2OC)CC1,0,0,0
169,COC(=O)c1ccc(C(=O)OC)c(NC(=O)C[NH+]2CCN(c3ccccc3OC)CC2)c1,0,0,0
170,COCCCNC(=O)CCCn1c(=O)c2ccccc2n(CC(=O)Nc2c(C)cc(C)cc2C)c1=O,0,0,0
171,COCCN1C(=O)c2ccccc2[C@@H](C(=O)NCCCN2CCCC2=O)[C@H]1c1c[nH]c2ccccc12,0,0,0
172,COCCn1c(N)c(NCc2ccccc2)c(=O)n(CC(=O)Nc2cc(C)ccc2C)c1=O,0,0,0
173,COc1cc(C(=O)N(Cc2cc3ccccc3[nH]c2=O)C[C@H]2CCCO2)cc(OC)c1OC,0,0,0
174,COc1cc(OC)c(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)cc1Cl,0,0,0
175,COc1cc(OC)cc(C(=O)N2CCN(C(=O)COc3ccc4ccccc4c3)CC2)c1,0,0,0
176,COc1ccc(-c2nc(CSCC(=O)N3CCC(C(N)=O)CC3)c(C)o2)cc1OC,0,0,0
177,COc1ccc(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SCC(=O)NC2CCCC2)cc1,0,0,0
178,COc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3cc(C)cc(C)c3)o2)cc1OC,0,0,0
179,COc1ccc(C)cc1NC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCOCC3)c2c1=O,0,0,0
180,COc1ccc(CN(CC(=O)NC[C@H]2CCCO2)C(=O)CNS(=O)(=O)c2ccc(C)cc2)cc1,0,0,0
181,COc1ccc(C[C@@H](NC(C)=O)C(=O)NC2CCN(c3c4c(nc5ncnn35)CCC4)CC2)cc1,0,0,0
182,COc1ccc(C[NH+]2CCC(C(=O)N3CCN(c4ccccc4F)CC3)CC2)cc1OC,0,0,0
183,COc1ccc(N(CC(=O)NCc2ccco2)S(=O)(=O)c2c(C)nn(C)c2C)cc1,0,0,0
184,COc1ccc(N(CC(=O)Nc2ccc(C)cn2)S(=O)(=O)c2c(C)nn(C)c2C)cc1,0,0,0
185,COc1ccc(NC(=O)CSc2nc3sc(C)c(C)c3c(=O)n2Cc2ccco2)cc1,0,0,0
186,COc1ccc(NC(=O)C[C@@H]2C(=O)N(c3ccc(OC)cc3)C(=O)N2CC[NH+]2CCN(C)CC2)cc1,0,0,0
187,COc1ccc(NC(=O)Cn2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1,0,0,0
188,COc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(OC)c1,0,0,0
189,COc1ccc(NC(=O)c2cccc(NC(=O)[C@@H]3[C@H]4C[C@H]5[C@@H]3C(=O)O[C@H]5C4)c2)c(OC)c1,0,0,0
190,COc1ccc(OC)c(NC(=O)c2c(NC(=O)C[NH2+]Cc3ccco3)sc3c2CCC3)c1,0,0,0
191,COc1ccc(OC)c2[nH]c(=O)c(CCNC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)cc12,0,0,0
192,COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2nc(=O)c3ccccc3[nH]2)cc1,0,0,0
193,COc1ccc([C@@H]2C(C(C)=O)=C(C)N=c3s/c(=C\c4cc(C)n(C)c4C)c(=O)n32)c(OC)c1,0,0,0
194,COc1ccc([C@@H]2[C@H](C(=O)NCC[NH+]3CCOCC3)c3ccccc3C(=O)N2C2CCCCC2)cc1,0,0,0
195,COc1ccc([C@H](c2nnnn2C(C)(C)C)[NH+]2CCN(c3nc4ccccc4s3)CC2)cc1OC,0,0,0
196,COc1ccc2[nH]c(=O)c(CN(Cc3cccs3)S(=O)(=O)c3cccc4nsnc34)cc2c1,0,0,0
197,COc1cccc(CNC(=O)[C@@H](CCSC)NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)c1,0,0,0
198,COc1cccc(N(CC(=O)Nc2cccc(N(C)S(C)(=O)=O)c2)S(C)(=O)=O)c1,0,0,0
199,COc1cccc(NC(=O)CSc2nnc(-c3cc(-c4ccccn4)nc4ccccc34)o2)c1,0,0,0
200,COc1cccc([C@@H](c2nnnn2CCc2ccccc2)[NH+]2CCN(c3ccccc3)CC2)c1OC,0,0,0
201,COc1cccc([C@H](c2nnnn2Cc2ccccc2)[NH+]2CCN(C(=O)c3ccco3)CC2)c1OC,0,0,0
202,COc1cccc2c1O[C@]1(C)C[C@H]2NC(=O)N1c1cccc(C(=O)N2CCN(c3ccccn3)CC2)c1,0,0,0
203,COc1ccccc1N(C(=O)CNS(=O)(=O)c1ccccc1)[C@@H](C(=O)NCc1ccco1)C(C)C,0,0,0
204,COc1ccccc1N1CCN(C(=O)CN(c2ccccc2OC)S(=O)(=O)c2ccccc2)CC1,0,0,0
205,COc1ccccc1NC(=O)C1=C(C)Nc2nnnn2[C@@H]1c1cccc(Br)c1,0,0,0
206,COc1ccccc1NC(=O)CSc1nnc(CNC(=O)COc2ccc(Cl)cc2)o1,0,0,0
207,CS(=O)(=O)N1CCN(c2ccccc2NC(=O)CSc2ccc(Cl)cc2)CC1,0,0,0
208,CS(=O)(=O)c1ccc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,0,0,0
209,CS/C(=N\S(=O)(=O)c1cccs1)NC(=O)CSc1nc2ccccc2s1,0,0,0
210,C[C@@H](NC(=O)CCNS(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C)c1ccccc1,0,0,0
211,C[C@@H]1C[C@@H](C)CN(C(=O)Cn2c(=O)n(CCCCC(=O)NCc3ccco3)c(=O)c3ccccc32)C1,0,0,0
212,C[C@@H]1Cc2cc(C(=O)C3=C(O)C(=O)N(CC[NH+]4CCOCC4)[C@@H]3c3cccc(O)c3)ccc2O1,0,0,0
213,C[NH+]1CCN(S(=O)(=O)c2cccc(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)c2)CC1,0,0,0
214,Cc1c(NC(=O)CSc2nnc(-c3cccc(Cl)c3)o2)c(=O)n(-c2ccccc2)n1C,0,0,0
215,Cc1cc(C(=O)CN2C(=O)NC3(CCCCC3)C2=O)c(C)n1Cc1ccc2c(c1)OCO2,0,0,0
216,Cc1cc(NC(=O)CSC2=[NH+]c3ccccc3C3=[NH+][C@H](Cc4ccccc4)C(=O)N23)[nH]n1,0,0,0
217,Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)N2CCC(C(=O)N3CCC[C@H]3C(=O)[O-])CC2)cc1,0,0,0
218,Cc1ccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CC[NH+]2CCOCC2)o1,0,0,0
219,Cc1ccc2c(c1)[C@@H]1C[N@H+](C)CC[C@H]1N2C(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1,0,0,0
220,Cc1ccc2c(c1)nnn2C1CCN(S(=O)(=O)c2ccc(C(=O)N3[C@H](C)CCC[C@H]3C)cc2)CC1,0,0,0
221,Cc1ccc2cc(C[N@H+](Cc3cccs3)Cc3nnnn3C[C@H]3CCCO3)c(O)nc2c1,0,0,0
222,Cc1ccc2nc(O)c(C[N@H+](Cc3ccc4c(c3)OCO4)Cc3nnnn3Cc3ccco3)cc2c1,0,0,0
223,Cc1ccccc1-c1nc(C[NH+]2CCC(C(=O)NCCC[NH+]3CCOCC3)CC2)c(C)o1,0,0,0
224,Cc1ccccc1CSCCNC(=O)CN(c1ccc2c(c1)OCO2)S(C)(=O)=O,0,0,0
225,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)o1,0,0,0
226,Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)c2ccc3c(c2)OCO3)c1,0,0,0
227,Cc1nc2c(c(=O)n1CCC(C)C)c1nc3ccccc3nc1n2Cc1ccc2c(c1)OCO2,0,0,0
228,Cc1noc(/C=C/[NH+](C)C)c1S(=O)(=O)N1CCC[C@@H](C(=O)NCc2ccc(F)cc2)C1,0,0,0
229,Cn1c(=O)c2c(nc(C[NH+]3CCN(Cc4ccccc4)CC3)n2CC[NH+]2CCOCC2)n(C)c1=O,0,0,0
230,Cn1c(=O)c2c(nc(C[NH+]3CCN(c4ccccc4)CC3)n2CC[NH+]2CCOCC2)n(C)c1=O,0,0,0
231,Cn1c(=O)oc2cc(S(=O)(=O)NCCC(=O)N3CC=C(c4ccccc4)CC3)ccc21,0,0,0
232,Cn1c(C(=O)NCCC[NH+]2CCN(c3ccccc3F)CC2)cc2c(=O)n(C)c3ccccc3c21,0,0,0
233,Cn1c(SCC(=O)Nc2cccc(NC(=O)c3cccs3)c2)nnc1-c1ccncc1,0,0,0
234,O=C(CCCC(=O)N(CC(=O)NC1CCCCC1)Cc1ccc2c(c1)OCO2)Nc1ccccn1,0,0,0
235,O=C(CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1)NCc1ccco1,0,0,0
236,O=C(CN(c1ccc2c(c1)OCCO2)S(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCO2,0,0,0
237,O=C(CSc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)Nc1ccc2c(c1)OCCO2,0,0,0
238,O=C(CSc1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)o1)NCc1ccco1,0,0,0
239,O=C(CSc1nnc(-c2ccco2)n1Cc1ccccc1)NC(=O)NCc1ccccc1,0,0,0
240,O=C(NCC(=O)N(Cc1ccc(F)cc1)[C@H](C(=O)NC1CCCC1)c1ccco1)c1ccco1,0,0,0
241,O=C(NCCC[NH+]1CCCC1)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,0,0,0
242,O=C(NCCCn1ccnc1)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,0,0,0
243,O=C(Nc1c(-c2ccccc2)nc2c(Br)cc(Br)cn12)c1ccco1,0,0,0
244,O=C(Nc1ccccc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,0,0,0
245,O=C(Oc1ccc(N(Cc2cccs2)C2=NS(=O)(=O)c3ccccc32)cc1)c1ccco1,0,0,0
246,O=C([C@H]1CCCN(S(=O)(=O)c2cnc[nH]2)C1)N(CCc1ccccc1)Cc1ccccc1,0,0,0
247,O=C([O-])CCCNc1cc(N2CCC3(CC2)OCCO3)c2noc3c2c1C(=O)c1ccccc1-3,0,0,0
248,O=C1CCCCCN1Cc1nnc(SCc2nc3ccccc3s2)n1-c1ccccn1,0,0,0
249,O=C1NC(=O)[C@]2(Cc3ccccc3N3CCN(c4ccccc4)C[C@@H]32)C(=O)N1c1ccccc1,0,0,0
250,O=S(=O)(c1ccc(S(=O)(=O)N2CCCN(Cc3ccccc3)C2)cc1)N1CCCCCC1,0,0,0
251,O=c1c2cc(N3CCOCC3)ccc2[nH]c(=S)n1CCC[NH+]1CCN(c2ccccc2F)CC1,0,0,0
252,C/C=C/Cn1c(SCc2ccc(Cl)cc2)nc2c1c(=O)[nH]c(=O)n2C,0,0,0
253,C=CCn1c(SCC(=O)Nc2cc(C)c(Cl)cc2OC)nnc1-c1ccco1,0,0,0
254,C=CCn1c(SCC2=C(C(=O)OCC)[C@@H](C)NC(=O)N2)nnc1C1CCCCC1,0,0,0
255,CC(=O)N1CCc2ccc(C(=O)C[NH+]3CCN(c4cccc(C)c4C)CC3)cc21,0,0,0
256,CC(=O)NCCn1c(SCC(=O)NCCC2=CCCCC2)nc2ccccc2c1=O,0,0,0
257,CC(=O)Nc1ccc(C(=O)CSc2nnc3scc(-c4ccccc4)n23)cc1,0,0,0
258,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2ccco2)C[C@H]2CCCO2)cc1,0,0,0
259,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)c3ccco3)cc2)cc1,0,0,0
260,CC(C)(C)NC(=O)Cn1c(SCC(=O)NC2CCCCC2)nc2ccccc21,0,0,0
261,CC(C)(C)NC(=O)[C@H](c1ccccc1F)N(Cc1ccco1)C(=O)c1csnn1,0,0,0
262,CC(C)(C)OC(=O)N1CCC[C@H]1c1nnc(SCc2ccc(Cl)cc2Cl)o1,0,0,0
263,CC(C)(C)n1nnnc1[C@@H](c1cccs1)[N@H+](Cc1ccccc1)Cc1ccco1,0,0,0
264,CC(C)C(=O)N1CCN(c2ccccc2NC(=O)Cc2ccc(Cl)cc2)CC1,0,0,0
265,CC(C)CCNC(=O)NC(=O)CSc1nnc(-c2ccccc2F)n1N,0,0,0
266,CC(C)COc1ccc(C(=O)C2=C(O)C(=O)N(CC[NH+](C)C)[C@@H]2c2ccncc2)cc1,0,0,0
